timestamp,open,high,low,close,volume,obi,whale_flow,liq_heatmap_density,btc_dominance,funding_rate,rsi,macd,macd_signal,ema_9,ema_21,atr,pivot,res1,sup1,local_res,local_sup
2025-10-03 11:00:00,120425.95,120471.0,120130.76,120334.5,450.30439,-0.7686592606522205,0.029620927710130425,0.010310460425389478,0.01320894503826997,0.530105526698474,57.81969637336624,232.76853498748096,255.83062492301966,120163.48780620901,119979.08274977123,458.9089074407657,120404.34000000001,120537.50000000003,120292.79000000002,121022.07,118516.39
2025-10-03 12:00:00,120334.51,120400.0,120102.18,120358.07,423.63897,-0.7737858095692697,0.12568384977963892,0.009760317998280123,0.008003606627068338,0.5500185655706137,58.15563649372576,234.11988659469353,251.48847725735445,120202.40424496721,120013.53613615566,447.4025569092829,120312.08666666667,120493.41333333334,120153.17333333334,121022.07,118516.39
2025-10-03 13:00:00,120358.07,120691.44,120113.0,120374.73,795.86923,0.23812640965585524,0.0806167184057974,0.009548429205766554,0.006299301461613727,0.882997160612706,58.40778957031582,233.8396078072401,247.9587033673316,120236.86939597377,120046.37194195969,456.76237427290573,120286.75,120471.32,120173.5,121022.07,118516.39
2025-10-03 14:00:00,120374.72,120975.0,119881.24,120917.85,1151.84039,1.30987138159299,0.09942955336629766,0.010656875034507017,0.017706317491469337,1.0,65.67052120825748,274.28098929506086,253.22316055287746,120373.06551677902,120125.59721996334,502.2622046819835,120393.05666666666,120673.11333333331,120094.67333333331,121022.07,118516.39
2025-10-03 15:00:00,120917.1,122366.0,120641.27,122258.05,2558.07247,3.4240189851138396,0.20657009264468937,0.017927101763186123,0.01957513744802597,1.0,76.55139045819769,409.75066437189525,284.528661316681,120750.06241342322,120319.45656360303,589.5813329189843,120591.36333333333,121301.48666666665,120207.72666666665,122366.0,119248.3
2025-10-03 16:00:00,122258.04,123894.99,122258.04,122553.3,4679.2754,3.646365061483958,0.0022130200630016295,0.02434013530385805,0.023568587688776788,1.0,78.19133948693127,534.77105750193,334.5771405537308,121110.70993073858,120522.53323963912,664.3933805676292,121755.10666666667,122868.94333333334,121144.21333333335,123894.99,119248.3
2025-10-03 17:00:00,122553.3,123113.97,121603.42,122073.25,2932.08887,1.6786359972139788,-0.024855882411716042,0.027109713682562042,0.017976772701770338,0.6899792548250253,69.66068684574124,588.3326639997977,385.3282452429442,121303.21794459087,120663.507490581,724.833139098513,122902.11,123546.18000000001,121909.23,123894.99,119248.3
2025-10-03 18:00:00,122073.26,122732.12,121466.25,122538.46,1175.09154,0.05624683166601871,0.011136522926059926,0.030841357911222507,0.01686090082527425,0.8019459682671672,72.7620028885349,660.7030091021152,440.40319801477847,121550.2663556727,120833.95771871,763.4786291629046,122263.54666666668,122923.67333333335,121413.12333333335,123894.99,119248.3
2025-10-03 19:00:00,122538.46,122961.63,122355.08,122660.99,661.21371,-0.42061904521794835,0.004417800055804137,0.034262833970361624,0.015098915898666077,0.8298166001938382,73.52950644285643,719.6485158449359,496.25226158081,121772.41108453818,121000.05156246363,752.2694413655545,122245.61,123024.97,121759.1,123894.99,119248.3
2025-10-03 20:00:00,122661.0,122734.92,122037.43,122447.94,617.65815,-0.4519205708712879,0.03630736171804722,0.03610993846751319,0.014885205808009339,0.6944872576285399,69.84431481788249,740.6343286394986,545.1286749925478,121907.51686763055,121131.67778405784,748.3566241251582,122659.23333333334,122963.38666666667,122356.83666666667,123894.99,119248.3
2025-10-03 21:00:00,122447.94,122452.1,121999.33,122306.57,392.75542,-0.6480877859128064,0.06149189066278017,0.03675524253090546,0.01794813321004307,0.5121818079581719,67.42936614509503,737.3585485937801,583.5746497127943,121987.32749410444,121238.48616732532,727.2432938305044,122406.76333333332,122776.09666666665,122078.60666666664,123894.99,119248.3
2025-10-03 22:00:00,122306.57,122665.0,122306.56,122477.0,227.9953,-0.7820614002714544,0.052378749635220566,0.037739501101158306,0.01845631403083492,0.5122111528326629,68.82865031199576,739.9846633887937,614.8566524479942,122085.26199528357,121351.07833393209,700.9002014140399,122252.66666666667,122506.00333333334,122053.23333333334,123894.99,119248.3
2025-10-03 23:00:00,122477.0,122477.0,122180.79,122232.0,290.85283,-0.7112262641642452,0.05728046124129254,0.03797683164045466,0.014126434764644369,0.2868200734233749,64.53636174381339,714.0651275342971,634.6983474652548,122114.60959622686,121431.16212175644,671.9937584558946,122482.85333333333,122659.14666666667,122300.70666666667,123894.99,119248.3
2025-10-04 00:00:00,122232.21,122295.56,121982.23,122100.0,444.36212,-0.5831893319166335,0.06183828402087832,0.03740548716918628,0.01637521143268117,0.16808402072979076,62.28274563673176,675.0903900125995,642.7767559747238,122111.6876769815,121491.96556523313,646.3749185661881,122296.59666666666,122412.40333333334,122116.19333333333,123894.99,119248.3
2025-10-04 01:00:00,122100.0,122103.24,121698.8,121865.21,486.29697,-0.547259707707268,0.05594198987121155,0.036013921398587494,0.016596271538556806,0.0,58.377812305621184,618.1316026093991,637.8477253016589,122062.39214158521,121525.89687748466,629.0938529543176,122125.93,122269.62999999999,121956.29999999999,123894.99,119248.3
2025-10-04 02:00:00,121865.22,122030.0,121684.97,121854.53,443.51459,-0.5913510475126659,0.055779339854065586,0.03424196433678562,0.014120678953729371,0.0,58.19906552614402,565.6095714232943,623.400094525986,122020.81971326818,121555.77261589514,608.8035777432949,121889.08333333333,122079.36666666665,121674.92666666665,123894.99,119248.3
2025-10-04 03:00:00,121854.53,122325.6,121829.54,122243.99,356.40352,-0.6255318341347847,0.1175178213070958,0.03144666997336119,0.016785901938426218,0.22222745559905827,62.68589652424213,549.0821729564486,608.5365102120785,122065.45377061455,121618.33783263194,600.7504650473462,121856.5,122028.03,121683.0,123894.99,119248.3
