type,direction,price,step,rsi,macd,atr,obi,funding,whale_flow,exit_price,profit,result,duration
ENTRY,LONG,68816.34,93,58.8590275240188,298.0469186787232,528.1921832680662,0.8307353770392095,0.0001266699029612,0.0217334129791952,68266.62,-8.877169972598494,LOSS,1
ENTRY,LONG,68084.76,95,48.01129171724196,201.09405805994172,544.6872396546083,0.8052279535672432,-6.637483504729521e-05,0.0330974836994027,68176.84,0.3467039497991209,WIN,1
ENTRY,LONG,68191.09,97,49.56458350434071,136.22015815545456,507.1684872532083,0.8657184212006781,-0.0001985228118239,-0.0291547217746517,68362.53,1.4926614492214867,WIN,1
ENTRY,LONG,68122.99,99,48.39185233306367,96.89600664866155,482.2106854377151,0.8231824392842889,1.6404485288051695e-05,-0.0292305748319662,68113.92,-1.1188723631112225,LOSS,1
ENTRY,LONG,68600.29,101,55.82766709503656,91.37680970309884,475.6701828519077,0.7942955102340029,3.345953435695285e-05,0.0496025938339859,67359.27,-18.83052697670064,LOSS,1
ENTRY,LONG,66852.99,103,35.35036875353525,-101.13637982496584,565.3874025610838,0.8959588856443573,1.0343028927923004e-05,-0.0170530006969794,66576.25,-5.060060175272156,LOSS,1
ENTRY,LONG,66330.27,105,31.31143651131066,-305.5948536196084,549.958933840934,0.8949669146398017,-8.577635450233358e-05,-0.0438977215174447,66591.54,2.8901591335379635,WIN,1
ENTRY,LONG,66681.49,107,36.84482148369782,-389.9803833754559,517.6225500975399,0.876026030978371,-1.990379593910041e-05,-0.0455218211545995,66930.79,2.6936791665357305,WIN,1
ENTRY,LONG,66439.12,109,36.02862260360656,-424.33548255465575,526.7365355432861,0.769927509443659,-0.0001048645805287,-0.0212145613347327,66469.6,-0.5336151300034544,LOSS,1
ENTRY,LONG,66457.28,111,36.394701949044574,-455.6332960993168,489.1552270755874,0.8399580696327119,5.347299777838741e-05,-0.0179315683407897,66220.28,-4.493903153152132,LOSS,1
ENTRY,LONG,66052.71,113,32.48306495530545,-504.0234040950745,465.4061906927247,0.8532577910665742,-7.76430381919545e-05,-0.0454426128245168,66270.87,2.2636143129238917,WIN,1
ENTRY,LONG,66868.18,115,46.29622616360782,-445.2890500227513,506.2585521789306,0.814906888206738,7.193675573706582e-05,-0.0188110651230756,66852.91,-1.209115080850097,LOSS,1
ENTRY,LONG,67095.85,117,49.71116652991439,-336.64035833654634,498.233292439996,0.895377140580693,2.2539251620429545e-05,-0.0434018094801751,66679.16,-7.091029831341075,LOSS,1
ENTRY,LONG,66981.99,119,48.662091956573214,-275.871012490461,513.7623286855071,0.947104432854384,0.0001143777842286,0.0166052454994939,66975.99,-1.0714984187816299,LOSS,1
ENTRY,LONG,66939.25,121,48.04462881255888,-212.24292380642143,479.8877732033197,0.8662748290829864,3.650477467780813e-05,-0.0437703654834557,66935.93,-1.0320030369894084,LOSS,1
ENTRY,LONG,66982.48,123,48.82088096983266,-163.63808161865745,447.552773833474,0.7588489626064474,-7.019485330383998e-05,0.0466685432870228,66901.99,-2.1632288683704246,LOSS,1
ENTRY,LONG,66785.86,125,45.38586888482496,-144.9051329097274,423.1231570298825,0.8636968295611002,-2.785972036697476e-05,0.0214399590329377,66630.0,-3.2739856200587383,LOSS,1
ENTRY,LONG,66533.81,127,41.14780850857407,-164.49887330470665,426.2756302961751,0.8437328303579207,-0.0002565434643132,0.0387548859279027,66579.97,-0.301491692333002,LOSS,1
ENTRY,LONG,69574.61,214,62.94558076367046,516.3484824845655,416.7237456001226,0.8076864454144806,-1.5869250878758414e-05,-0.0495153579183042,69888.97,3.3931164017230913,WIN,1
ENTRY,LONG,68811.0,219,45.09968585699754,335.7563554612134,435.0197081668095,0.8524084815181086,-8.332667664319983e-05,0.0252299569166745,68853.66,-0.3674591023391258,LOSS,1
ENTRY,LONG,68775.7,221,44.64453382702424,194.09636724759184,444.63469734791227,0.8360808128593665,1.4954350643643096e-05,-0.0170936634458574,68400.01,-6.232276485681723,LOSS,1
ENTRY,LONG,68674.0,223,44.51568765490354,63.15180515836983,451.2082339377408,0.8748023393018088,1.1198612383715606e-06,0.0399592031202288,68779.21,0.5116382383494056,WIN,1
ENTRY,LONG,68854.65,225,47.82707856792986,18.22967271343805,432.1816404871344,0.8681238322845315,7.100149987316736e-05,-0.0390714673640444,68669.0,-3.5621474390682124,LOSS,1
ENTRY,LONG,68237.93,231,40.19683242276889,-72.70912426307041,429.1287084566774,0.806028501437272,2.0034734248290544e-05,0.00211809465713,68345.75,0.5571896558212757,WIN,1
ENTRY,LONG,68392.18,233,42.97622467785353,-123.60588722182727,432.56414147540073,0.8216990417442109,-3.252556970233176e-05,0.0273141664555807,68231.99,-3.216830359217056,LOSS,1
ENTRY,LONG,67860.48,235,36.07350252793575,-199.21879157928925,437.2080097415442,0.837267562155293,8.447708786952181e-05,-0.0174211804491512,68168.1,3.3971094202024688,WIN,1
ENTRY,LONG,68229.99,237,43.14791638052418,-212.35657328942037,438.94338595061794,0.8043172948500406,-0.0002958014183051,0.0109846044244647,68705.81,5.745911191377672,WIN,1
ENTRY,LONG,68442.53,239,47.17936746818175,-161.68768625090888,461.3088378859919,0.9071138604999084,-0.0001376193155495,0.0159500985765294,69011.29,7.034921491283967,WIN,1
ENTRY,LONG,69319.39,241,58.86765875373179,-35.50969685104792,484.2918040955745,0.8207735769541985,-4.062765946383815e-05,0.0231492643259002,69927.64,7.48677720957312,WIN,1
ENTRY,LONG,71514.09,243,75.22457756680575,275.17574770739884,591.9044637354697,0.861457592829614,-4.6135826980857415e-05,0.0359333071256011,71924.22,4.56236858610464,WIN,1
ENTRY,LONG,71710.19,245,73.95731793350323,594.790942812775,654.8934406698697,0.8211741013154376,-5.803533781043589e-05,0.0495814733654586,71476.97,-4.1006258914876526,LOSS,1
ENTRY,LONG,71364.94,247,68.96050016876835,711.5990968319966,619.6848544551428,0.8586636790488826,-0.0001002179136206,-0.0119274208395099,71287.39,-2.0116943985085527,LOSS,1
ENTRY,LONG,71566.18,249,69.77198345176524,758.7417359040701,575.5840326679552,0.8433741014034691,-0.000102631121154,-0.0340738271086184,71731.1,1.2556170060252043,WIN,1
ENTRY,LONG,71732.69,251,70.92031807062513,797.800506321466,540.0429669432881,0.9405071796970952,5.914911918245093e-05,-0.0343333575275346,71627.59,-2.3757525242417614,LOSS,1
ENTRY,LONG,71800.0,253,70.41589704170224,788.4456006409746,502.0030684357952,0.8474235473940301,-0.0002001997675877,-0.0413429355961273,71678.87,-2.588606719744348,LOSS,1
ENTRY,LONG,71476.98,255,64.22443110971454,728.3032058512763,480.8838192124968,0.8274220581874907,4.634806161374044e-05,-0.0065790240275459,71675.12,1.7049324156268995,WIN,1
ENTRY,LONG,72071.95,257,69.89615849701951,708.9230082101712,479.51410942302,0.881839412545647,-0.000106722028848,-0.0230876064170814,71600.01,-7.2677851670232485,LOSS,1
ENTRY,LONG,70912.88,259,51.53648326028295,571.5750907127949,577.3854310841347,0.8973138864670723,-0.0002227671243972,0.0110938144675784,71310.0,4.4238969812504365,WIN,1
ENTRY,LONG,71602.1,261,58.89068487523083,500.6005093897693,564.0605502715249,0.8182311886128389,2.6914425140813057e-05,-0.0334863675942914,71888.19,2.8815036568594223,WIN,1
ENTRY,LONG,71099.63,263,51.50536871984804,432.5433938190545,575.1123622239165,0.7996548082320036,-4.437662278375884e-05,0.005185245940009,71318.48,1.9990596740844921,WIN,1
ENTRY,LONG,71372.93,265,54.34239906866032,359.2374808233872,534.5862715093971,0.8067944801527268,-0.0002187843377623,0.0057434089926504,71551.39,1.4432252665792475,WIN,1
ENTRY,LONG,71064.84,267,50.10096000071916,289.50134057641844,524.8088769647359,0.8723182377042968,5.1579867207400246e-05,-0.0073735418663907,70815.5,-4.409944284641824,LOSS,2
ENTRY,LONG,70928.89,270,48.57945394438152,145.80453713500174,505.93079908583286,0.9024129563916315,-0.000141421897401,-0.0220830982881256,71060.64,0.8239992811941192,WIN,1
ENTRY,LONG,70992.39,272,49.41332661860968,99.99005716304237,481.5150257423763,0.8642336580175319,-0.0001149352831954,-0.0171529876597631,70782.0,-3.814094435660081,LOSS,1
ENTRY,LONG,70984.0,274,49.57597704197505,49.92316117002338,461.5922415839871,0.8279475754431138,-0.0001958426019556,0.0358970268704037,71031.84,-0.31447810752251826,LOSS,1
ENTRY,LONG,70982.01,276,49.50140494558596,32.58017507386103,427.5688715698671,0.7981971205749997,-0.0001135232747196,-0.040701261050882,71249.51,2.660850741467584,WIN,1
ENTRY,LONG,71534.68,278,57.92808705767017,78.06305429161876,436.0143841597322,0.7965145120506545,-3.129372796738723e-05,0.0098474101435714,71276.45,-4.433859997239779,LOSS,1
ENTRY,LONG,70801.98,282,45.5004010350866,40.91389704102767,429.1234734482013,0.84465107383261,-8.008338737784032e-05,-0.0212209662165482,71123.71,3.4037995678008883,WIN,1
ENTRY,LONG,72141.99,284,62.77772811768836,115.76524046633858,520.310035779316,0.8044031533165368,0.0001649445778904,-0.0073569903496665,72080.87,-1.7760150221001823,LOSS,1
ENTRY,LONG,72347.49,286,64.40652602550063,233.2915933866316,527.8596737076749,0.8431690944720511,-6.080942042510247e-05,-0.0233563918267833,71888.69,-7.0537558113665,LOSS,1
ENTRY,LONG,72096.32,288,59.39580509171088,264.3501046439342,536.41604518672,0.7602838164476993,0.0001105782277117,0.0477727775274662,72413.97,3.268233591286844,WIN,1
ENTRY,LONG,72264.95,290,60.19845123879232,318.69657124282094,533.6527124314069,0.920512153979988,-0.0001144218384819,0.0262114459643421,71946.01,-5.198387075599385,LOSS,1
ENTRY,LONG,71787.97,292,53.025361777424834,272.13597589780693,571.1173898005496,0.7157489442656216,-3.4775349844833324e-05,0.0062826963748233,71963.03,1.379310337599236,WIN,1
ENTRY,LONG,72157.93,294,57.63315421948499,262.9458422572497,573.5906575321061,0.8720552993832023,-0.0001549152562432,-0.0429838023227061,71965.36,-3.521164934598346,LOSS,1
ENTRY,LONG,71868.67,296,52.98717918415804,223.89609476240005,534.3399547088055,0.8363966555549013,-0.0001126095246017,-0.0294859119447101,72117.29,2.3577392910901835,WIN,1
ENTRY,LONG,72127.84,298,56.54695316488322,220.7980018950329,505.1485833968783,0.8198175694742943,-0.0001747769991754,0.019258919425771,71805.38,-5.248472823284828,LOSS,1
ENTRY,LONG,71481.85,300,46.10025292834978,139.21669899525295,490.5422989493496,0.7759741747241283,-6.061775899901878e-05,-0.017041702426068,71606.07,0.7062708467874472,WIN,1
ENTRY,LONG,71787.41,302,51.091032006255446,95.30381068121642,466.41555368591935,0.8922172414369146,-5.123757732817489e-05,0.0291347870576437,71910.09,0.6785986109134683,WIN,1
ENTRY,LONG,72127.59,304,56.32961952281191,110.51337942114333,442.125298841429,0.8814208275631333,-0.0001178360589481,-0.0314489313862501,72258.68,0.7826170656117029,WIN,1
ENTRY,LONG,72321.4,306,59.15349325608363,152.49977925464918,447.52181379694713,0.7946455763333132,-6.447881259524717e-05,-0.0326096082589994,72909.0,6.828320319746126,WIN,1
ENTRY,LONG,72460.51,308,57.92499668430912,223.30089669175504,512.1274823045114,0.8187377378517874,-9.81550718772698e-05,0.0407239165941962,72992.33,6.079220765181162,WIN,1
ENTRY,LONG,73121.66,310,65.20617616117097,315.17901285881817,511.316196476848,0.830044968530028,1.5835248830965022e-05,-0.0079043285562548,73107.07,-1.1520471424864809,LOSS,1
ENTRY,LONG,73236.11,312,66.31667623539379,375.1205359222804,485.4298836968737,0.7973841307828294,-5.993357479822689e-05,-0.0452751513970949,73361.68,0.6846208689657942,WIN,1
ENTRY,LONG,73190.67,314,63.91582308853768,408.8891320079274,474.6081650243453,0.8313842343798027,-0.0001018906997309,-0.044691076382535,72877.0,-5.071889671762619,LOSS,1
ENTRY,LONG,72962.7,316,58.80821119878208,364.8568710035033,457.8315810669086,0.8572630846708311,0.0001774239603124,-0.0040435425174556,72828.42,-2.724251446354174,LOSS,1
ENTRY,LONG,72954.39,318,58.0616019592229,319.4676082661172,429.92554694034527,0.8016379771736883,-0.0001710134544425,0.0319988118543246,72966.57,-0.7993551933286653,LOSS,1
ENTRY,LONG,71643.69,342,31.217917605870653,30.87651699357957,439.8135612864072,0.8883950580321337,1.5297565620830608e-06,-0.0019734132436542,71761.35,0.6118075746398972,WIN,1
ENTRY,LONG,71593.19,344,31.89257734499995,-151.98577750952973,440.1656217214439,0.8336778090793212,-4.3389336133769616e-05,0.0230309713646926,71466.53,-2.6427020193077624,LOSS,1
ENTRY,LONG,71710.2,346,35.8371069512301,-267.0514167532965,421.47500036185744,0.9127253049841416,-0.0001286846791459,-0.0196852749998997,71668.01,-1.515640792904378,LOSS,1
ENTRY,LONG,71866.59,380,58.90886728018937,42.700617089562,434.8382821899239,0.8545787336244767,-0.0001057674763622,-0.039193159518908,72202.36,3.477655178059649,WIN,1
ENTRY,LONG,72148.87,382,61.88472313658527,152.97127360725426,463.1039780106999,0.85594183743478,-8.895171872609239e-06,-0.0257014332452553,72424.86,2.6761544472738024,WIN,1
ENTRY,LONG,73322.82,384,73.01295687689262,321.7645912045264,510.6422055296345,0.9075313747336818,2.080713968877174e-05,0.0234656144495438,73149.36,-3.1907060337616713,LOSS,1
ENTRY,LONG,73179.71,386,69.9739153070588,446.36048120544,487.0740955842249,0.8095116631610852,2.3273104876939892e-05,0.049448966550243,74627.04,17.787411179273477,WIN,1
ENTRY,LONG,74417.99,388,75.49766784810384,694.5742419634043,559.7263375190515,0.8874488177103944,-2.280604976330937e-05,-0.0256285303243026,74163.82,-4.191168073313747,LOSS,1
ENTRY,LONG,74386.02,390,72.73181399644999,787.522537199955,544.1513828608147,0.7740820897814421,-0.0002129969458497,-0.0235348766000632,74330.98,-1.6512310025154875,LOSS,1
ENTRY,LONG,74444.43,392,72.5767621022994,827.8245824882324,506.3002229769268,0.8210708522208371,-9.13067423533238e-05,-0.0277926940273397,74387.85,-1.6698436145270534,LOSS,1
ENTRY,LONG,74210.11,394,68.0577722910289,803.9341989616805,466.97289634235,0.8174466549235561,0.0001032198315248,0.0177253628269982,74522.73,3.0444917496915878,WIN,1
ENTRY,LONG,74546.0,396,70.91742399614182,791.6351080824534,460.4544361319242,0.8291352202539818,-2.874928101360279e-05,0.0047623243165755,74750.0,1.6456048841446318,WIN,1
ENTRY,LONG,74500.0,398,67.3849407574764,762.3584122172324,455.1011209504855,0.8700547060720017,0.0001310943644418,0.0086053126208309,74350.01,-2.8582597370022995,LOSS,1
ENTRY,LONG,74376.52,400,64.67884861237816,678.7841808506491,421.5101502073057,0.8204117475922384,4.6515122883408985e-06,-0.0238523479570744,74452.0,0.013113971859638696,WIN,1
ENTRY,LONG,75525.94,402,75.15025869121133,697.9770211855212,457.60370094405386,0.8523607735449532,-3.510886503506011e-05,-0.0050187901258475,75013.62,-7.377732045335506,LOSS,1
ENTRY,LONG,75317.07,404,68.28062563552622,700.3815206665749,525.1999768344143,0.7585765306290824,3.527290718263029e-05,-0.0345836927591418,74652.2,-9.30701953429525,LOSS,1
ENTRY,LONG,74748.9,406,59.09409573807751,606.170373046727,580.1512045153871,0.7731645648215816,-4.538026625896642e-05,0.0458924921395528,74093.19,-9.244505164901057,LOSS,1
ENTRY,LONG,74223.18,408,52.13718929736158,447.499305595964,604.6850691994922,0.859886660799104,-1.1822946297887282e-05,0.0273956085189442,74102.29,-2.4848083648503234,LOSS,1
ENTRY,LONG,74277.15,410,52.75286795127319,336.95321287351544,575.5070239526237,0.7904400086032654,-2.1390203675959623e-05,0.043306289259311,74023.15,-4.17548309081576,LOSS,1
ENTRY,LONG,74131.55,412,50.860639087806405,239.1130532903917,550.3953420815994,0.7820543419834747,-4.037537378052984e-05,-0.0247847017805732,74568.36,4.617612341267886,WIN,1
ENTRY,LONG,74613.28,414,56.707644147786,241.47360466173268,531.5928714887259,0.9018598652346744,-8.627909512717056e-05,0.0365790282948839,74322.0,-4.6321580040348636,LOSS,1
ENTRY,LONG,74345.97,416,52.68981096187444,196.68183465163747,506.3753330693604,0.7725307367904423,7.687192355443172e-05,-0.0359185817498146,74340.38,-1.0157552413656958,LOSS,1
ENTRY,LONG,74021.5,418,47.65727506659157,136.48790436217678,488.8102616771525,0.8291180770297205,-5.851340669866191e-05,-0.0220312930919908,73891.62,-2.6003410538542084,LOSS,1
ENTRY,LONG,73730.43,420,43.4701939065606,42.85997117399529,470.2106848134625,0.8693747291112806,-4.466733999443207e-05,-0.0458964068674827,74110.51,3.918436707381261,WIN,1
ENTRY,LONG,74011.69,422,48.33623342428904,19.42296901121153,458.0654374156888,0.7791163386113997,8.852597350186711e-05,-0.0167554086335726,73864.75,-2.817904984785855,LOSS,1
ENTRY,LONG,74201.78,424,51.66705386392508,4.187110942977597,453.4858108329156,0.83532313301947,-4.513647407950968e-05,-0.0280683463791049,74273.77,-0.029059173934001592,LOSS,1
ENTRY,LONG,74063.92,426,49.19332895531488,9.165879100415625,462.5969491365449,0.9184858757529092,2.156912165477661e-05,-0.0322572177183786,74151.81,0.1751149723695562,WIN,1
ENTRY,LONG,73844.08,428,45.580419642574775,-13.388807359631755,495.0657367554901,0.8704901546421753,-0.0001433417433226,0.0316393304500023,73941.09,0.2949011535365571,WIN,1
ENTRY,LONG,74134.95,430,50.89545446080292,-16.745922944741324,477.5909158759076,0.7765050377264787,2.728282113293769e-05,-0.0319111036078066,74390.29,2.3039344044973404,WIN,1
ENTRY,LONG,75002.6,432,63.323409596235216,78.92878668598132,499.5420652195321,0.8759116542422766,-2.3860978999963866e-05,-0.0236127710108531,74841.68,-2.967527046379473,LOSS,1
ENTRY,LONG,74743.1,434,58.32485327424258,142.11615896936564,488.2337195005155,0.7970875313836702,-7.223418790306987e-06,-0.031273743514448,74964.0,1.8425069593777152,WIN,1
ENTRY,LONG,74809.99,436,58.18335270042542,187.9243852285581,490.9136663040155,0.7155720588557266,-0.000281787540518,-0.0277472906688063,74815.1,-0.8793547776058404,LOSS,1
ENTRY,LONG,74657.66,438,54.99140739157508,186.96600842796036,477.159538802952,0.8018557191441725,0.0001109021576536,0.049187254842959,74887.24,1.9551085753300868,WIN,1
ENTRY,LONG,74888.21,440,58.64925632486187,201.4934788249666,476.6231737637695,0.757049472447112,-8.167887038627378e-05,-0.0103646010783148,74944.15,-0.23947314664292207,LOSS,1
ENTRY,LONG,75043.48,442,61.23052802703647,218.1387964967289,457.7027365616185,0.8593790247820507,-0.0001855907399642,0.0490611128353895,74707.03,-5.1888990548886795,LOSS,2
ENTRY,LONG,74677.91,445,52.060901576601,174.8308456135128,429.6487143680306,0.968687381230356,-0.0002637457058158,0.0256532521194883,74594.02,-2.0011480691828183,LOSS,1
ENTRY,LONG,74313.0,447,44.0370376335182,101.50250135047828,417.69858534794497,0.848309049037518,1.0694050789563328e-05,-0.000735393969136,74574.79,2.3747976893137093,WIN,1
ENTRY,LONG,73788.03,450,36.760916466154434,0.6298480790574104,500.33873251072737,0.8099477597775581,4.426982943647024e-05,0.0474310166627481,73973.33,1.4221411210855877,WIN,1
ENTRY,LONG,74697.19,452,53.143244382254494,-19.743748849083204,549.9790091546582,0.813369541642113,-8.234697030033711e-05,0.0051075184227875,74175.57,-7.518730007632257,LOSS,1
ENTRY,LONG,74343.25,454,48.22215211429219,-46.570197931767325,569.431492587435,0.7964205477323644,-3.9729513135767904e-05,0.0249520391100488,75026.71,7.707843816619061,WIN,1
ENTRY,LONG,75342.99,456,60.27702002076016,71.17562731474754,596.7820522820233,0.7531049906028449,9.084280435018269e-05,-0.0091127243267029,75223.47,-2.436090529721696,LOSS,1
ENTRY,LONG,74934.24,458,54.12608874062592,120.36729412520071,585.4754430390907,0.8436392127251369,-2.318877572810244e-05,-0.0202948442834754,74867.92,-1.775149325689199,LOSS,1
ENTRY,LONG,75154.29,460,56.75467764949926,141.07808795208985,547.7106626204403,0.7570909773848402,-0.0001644680941275,-0.0344325775002693,74944.98,-3.5624328666690417,LOSS,1
ENTRY,LONG,74750.0,462,50.62551794137125,120.83015626404084,523.2114897084407,0.849825679478434,-2.5843247617298207e-05,0.0211832637282521,74700.0,-1.5705070776111825,LOSS,1
ENTRY,LONG,74615.82,464,48.584215796298366,77.53585659133387,485.9384783710538,0.8828823277884433,6.541635284257041e-06,-0.0112970549239965,74791.39,1.271177491378694,WIN,1
ENTRY,LONG,74637.77,466,48.87967791656659,55.1218611785298,455.2231267587151,0.9068454382752648,-0.000138667575867,-0.0228709921421865,74938.52,2.8475498508287274,WIN,1
ENTRY,LONG,75074.77,468,55.738910494180445,82.91243321854563,426.8152470521573,0.876530079064764,-0.0001362495441127,-0.0498032828555108,75780.38,7.8977066614261275,WIN,1
ENTRY,LONG,75779.99,470,64.45225311325704,204.8429287818872,487.7836058766046,0.880624199917043,-1.3089046996842422e-05,-0.0115381013841078,75278.77,-7.1669861841073725,LOSS,1
ENTRY,LONG,75589.7,472,59.25341852786281,225.3134391389467,498.92933363850176,0.8403360335635174,-3.906125710803503e-05,-0.0432376295885068,76233.05,7.062016866135309,WIN,1
ENTRY,LONG,77340.12,474,73.5836977488211,427.4412320754636,575.7329968617694,0.8606221432659759,-1.6678474315076638e-05,-0.0325539280366412,77886.77,5.7088647243181185,WIN,1
ENTRY,LONG,77785.02,476,74.82046263859397,672.5449577782128,604.8215126001994,0.8236399159280327,9.704639449029172e-05,-0.0396784329225051,77857.14,-0.06950567724379653,LOSS,1
ENTRY,LONG,77520.59,478,69.63643715074059,772.7355272300774,621.4497736195598,0.8461157750326758,-0.0001399243703818,-0.0208281483410402,77159.89,-5.322213083620227,LOSS,1
ENTRY,LONG,77393.58,480,66.01120096874467,749.5436309213255,601.3233252127845,0.751981968771092,1.793594495716169e-05,0.0479812959166088,77337.64,-1.621577439185785,LOSS,1
ENTRY,LONG,77445.73,482,66.07213546361979,720.2570302938257,563.8648059232684,0.8686926385016566,2.124773548469508e-05,0.0192979420064803,77301.25,-2.6958420961673255,LOSS,1
